X,Z
EC8639DF,FFFFFFFF
B95F6585,FFFFFFFF
48F8BD14,447C57DA
2E72E0F4,373051BA
3F7C546D,3FB3B78F
5C3FF888,4E1CC164
0F246865,279110F1
2797F952,33C53E8B
0B5DA0AB,25A86DD4
0422759B,2210343B
7395BF03,59C3CB15
3C122D98,3E08C994
06F74825,237B9A68
5B85FECA,4DB935CA
8CAF9564,FFFFFFFF
2C803AA1,36352E63
B09F84BF,FFFFFFFF
CA0ED3C3,FFFFFFFF
82F9A01C,FFFFFFFF
12D67220,296A4DB1
0EB8D1EC,27598484
963DE7AD,FFFFFFFF
F9812A83,FFFFFFFF
87CD1083,FFFFFFFF
2B7A4BD5,35B2FDCB
BCF9BAD0,FFFFFFFF
1A7B5E43,2D335FD0
87B31B52,FFFFFFFF
DDCC6C99,FFFFFFFF
EB0899F2,FFFFFFFF
2707408D,3383937C
C7A17072,FFFFFFFF
F171260A,FFFFFFFF
89CBF2D3,FFFFFFFF
B8056067,FFFFFFFF
26981FC6,3345577E
FB263E88,FFFFFFFF
1B132A56,2D893FA2
2678322D,33323D25
D41BB333,FFFFFFFF
767620DA,5B317EAF
B3E4CA24,FFFFFFFF
F811342D,FFFFFFFF
76FC0B9D,5B7E03D6
07A669F7,23CE6706
F455E76E,FFFFFFFF
A9DB2044,FFFFFFFF
746B501B,5A2D8D21
2A04B0A0,350252E9
1A60C2D6,2D299D91
26E4B6AF,3371F8F5
E382D367,FFFFFFFF
26DEAA29,336EC052
3E2AA0CB,3F13C8F3
27A1993F,33CB64F1
6EE2A320,5770DF21
9D9BF72C,FFFFFFFF
61A28EC7,50CBFF3B
9CD39D75,FFFFFFFF
4FCC8A39,47E4D3F3
E6B448DB,FFFFFFFF
B96B8C4D,FFFFFFFF
B44725A2,FFFFFFFF
0D87A641,26BA598D
1F6F934A,2FAF1DB8
5A14262D,4D09B4DF
E8E8575E,FFFFFFFF
1BF1CEDC,2DF8CD87
785FA56F,5C2931BE
FFDAF4ED,FFFFFFFF
D65DE0ED,FFFFFFFF
D1A4A993,FFFFFFFF
95701B87,FFFFFFFF
73F1807C,59F8A532
DBF060E7,FFFFFFFF
9F682F62,FFFFFFFF
A42AB580,FFFFFFFF
08CECFFF,2466187B
E82EA2B3,FFFFFFFF
CBE499F4,FFFFFFFF
29FD7E75,34FEBE70
F8D6312B,FFFFFFFF
2ED849A0,376B4EB9
27C75C04,33E1E959
963A7092,FFFFFFFF
E07F4319,FFFFFFFF
8F284E86,FFFFFFFF
0DA1569B,26CB3AFD
F90DFA53,FFFFFFFF
F14D7905,FFFFFFFF
8A5CCD17,FFFFFFFF
1D2CAEBA,2E94AC08
6776A71C,53B1AF11
D5AB7F67,FFFFFFFF
EC65EBB6,FFFFFFFF
22438249,311E3180
149DBB44,2A48F228
9277F88B,FFFFFFFF
32D2A153,396835AC
1797ADFA,2BC50DA0
A945B8C9,FFFFFFFF
862099FC,FFFFFFFF
6383EDC5,51B7C6C3
ACD6841C,FFFFFFFF
8AF410AE,FFFFFFFF
0591C758,22C12EA1
7837E3A4,5C196B9F
BE8E0F36,FFFFFFFF
D729C43A,FFFFFFFF
2C3EEF5C,361C54FB
807666B6,FFFFFFFF
9160BA01,FFFFFFFF
07CA15BA,23E37353
671BC8B5,538D35D7
CE63AD49,FFFFFFFF
117E0B4B,28B45395
F1D11EE6,FFFFFFFF
7920BE3C,5C8F70B7
59FD5C5E,4CFEAD4F
DE892EF2,FFFFFFFF
6AC6FE0B,5561B414
9998DB82,FFFFFFFF
BB9AB1D8,FFFFFFFF
DC948CE9,FFFFFFFF
75EBCAFD,5AF5B055
B2899B37,FFFFFFFF
04F6074A,227AF6F7
635B404E,51A7860A
6FF5D7D6,57FADEC2
1D04E188,2E826AEB
D22E399D,FFFFFFFF
5F8D4130,4FBE2934
278B3A42,33BCCAA4
0D7A5114,26B2FFAB
32E765F4,39736373
947E9FFA,FFFFFFFF
A2B02BEA,FFFFFFFF
A4268A58,FFFFFFFF
5D0DABE4,4E86A98F
1D9EEAFB,2EC9B342
CC507809,FFFFFFFF
86383897,FFFFFFFF
C59CBF6C,FFFFFFFF
FECB64A4,FFFFFFFF
761E9A2D,5B0E7B5D
B49B17F9,FFFFFFFF
1E3B5F8D,2F1ADDF1
56E5B352,4B727E74
B3A3EFC1,FFFFFFFF
AA19C8C1,FFFFFFFF
64D0660F,5266F9F0
55687059,4AAC7CF9
4274796C,4130E5C0
6CE6EFAA,56732536
8F00915F,FFFFFFFF
625E36F6,5128A6E6
C4D6E72E,FFFFFFFF
7BC36F68,5DDFAD51
D8769372,FFFFFFFF
5C8B0290,4E3CA4DE
3AC0E392,3D5E3713
96CA80AC,FFFFFFFF
AF947EAC,FFFFFFFF
A1C0B790,FFFFFFFF
7FD8C09A,5FEB8F68
45A92CB8,42D01B83
6DAB81BE,56D18977
AD3FE31E,FFFFFFFF
4885F786,443930C5
31F550CC,38FA99D2
AA9AAA38,FFFFFFFF
460E7E59,43070D6F
F047CA59,FFFFFFFF
183E8C87,2C1C2C80
ED6C1692,FFFFFFFF
4DD7507D,46EAC70C
D3D26728,FFFFFFFF
A4609A35,FFFFFFFF
D8A86094,FFFFFFFF
CD14D271,FFFFFFFF
E19EF743,FFFFFFFF
30037872,3801B940
157EA1E5,2AB48901
5E04570D,4F0226E5
47A2A455,43CC0CC1
3DE34577,3EF13556
50FA880C,487D403E
35BDD05C,3ADC6FCE
CE36ABF4,FFFFFFFF
747A3F42,5A32F94C
27D09B07,33E71748
623F81C8,511C90E1
6934C08D,54981B2B
E6AB2C68,FFFFFFFF
9F074AF2,FFFFFFFF
FDF70860,FFFFFFFF
F211BF79,FFFFFFFF
F28592B0,FFFFFFFF
9FDE5CFA,FFFFFFFF
EC8BB3ED,FFFFFFFF
6344CFFA,519EB847
42B58834,415792FA
9081AED7,FFFFFFFF
42931E40,41421151
6D261D0C,5691D116
E4677705,FFFFFFFF
7B11E59F,5D88A7E3
99D5E46F,FFFFFFFF
7FF51DC5,5FFA7FC1
87A39F45,FFFFFFFF
C1C79FA9,FFFFFFFF
8F83E293,FFFFFFFF
F2E4A266,FFFFFFFF
9228066E,FFFFFFFF
D322AB2A,FFFFFFFF
BDA1E49C,FFFFFFFF
0DCBF00C,26E47DA5
8D9F5CF7,FFFFFFFF
4E7457AA,4730D989
9481C165,FFFFFFFF
B7FFF3F2,FFFFFFFF
5C611AE5,4E29BEC8
B709A8D2,FFFFFFFF
A4B5D795,FFFFFFFF
1D7847B9,2EB244E1
17CF089D,2BE637F7
D73240C2,FFFFFFFF
9DA0706A,FFFFFFFF
6D24A61D,56912C29
ECD33769,FFFFFFFF
F12238C1,FFFFFFFF
65A470D9,52CD2CD7
7E53EC7F,5F24B352
30433CFC,381E1575
208550E4,3038BD75
E426696A,FFFFFFFF
B60DFC65,FFFFFFFF
C83FBE95,FFFFFFFF
AFB2E015,FFFFFFFF
1B598E96,2DA6E005
A3402C42,FFFFFFFF
07CA5E80,23E39C44
A81F5CAF,FFFFFFFF
A841C95A,FFFFFFFF
A7A52BC7,FFFFFFFF
771163FD,5B886B1F
9BDE3395,FFFFFFFF
D314B7CC,FFFFFFFF
D5E01485,FFFFFFFF
57E5972E,4BF26F99
31858FCB,38B8E905
89CA4E29,FFFFFFFF
2FD56707,37E9BB99
AE65545B,FFFFFFFF
1BB9BB99,2DDA0DDA
7C04E16B,5E026ADD
4A8CFEBB,453DFC73
8F2F94A9,FFFFFFFF
B6F2458B,FFFFFFFF
1C58140D,2E264E99
15D763A8,2AEAD17F
7C3261BE,5E171B02
4D415AD6,469D51C9
E24ECD6B,FFFFFFFF
9DFCB686,FFFFFFFF
35754C98,3AB13216
628FDD8B,513FE906
337B5C5F,39B35F24
63D68272,51EA569C
9466AC12,FFFFFFFF
750FFE4D,5A87C2E9
39B43E38,3CD6CEB2
50381F2B,48198472
2D6539C8,36AB4AB5
7E478509,5F1FCEC9
A56584A3,FFFFFFFF
F75CFEF6,FFFFFFFF
334A4964,39A0E97D
D0B762B8,FFFFFFFF
CA0935ED,FFFFFFFF
3CEB90E6,3E759210
C2685794,FFFFFFFF
B55C4C83,FFFFFFFF
D01D0055,FFFFFFFF
7FBE4F1B,5FDCB95B
64AA29A0,5250B6D7
A453C16C,FFFFFFFF
6BEFEFCB,55F7D697
BD4E865D,FFFFFFFF
02E2066D,21708BCD
675C96FF,53A808C2
2C245A83,36110AD1
EDC595EF,FFFFFFFF
19E6E535,2CF31FB4
FB391F15,FFFFFFFF
7313114C,598933F4
5B00970A,4D804B6F
F0695502,FFFFFFFF
4629369D,43132BC7
AFA0035B,FFFFFFFF
23221237,31900818
6E10F266,570835CB
386AACAD,3C2D50D3
7911B34F,5C889051
8571A4CF,FFFFFFFF
132DC4B2,29952381
7972AB2E,5CB03E34
D352C345,FFFFFFFF
BAF81125,FFFFFFFF
1BE2FA33,2DF10D62
197EC69C,2CB49604
49931F32,44C211F0
CB09B1A7,FFFFFFFF
0FCB43A1,27E41CFA
46D40BBA,4368FD1A
E3598EFA,FFFFFFFF
552926F7,4A9324F9
F71487D5,FFFFFFFF
C6AD62A3,FFFFFFFF
A4D1A567,FFFFFFFF
2F9E5DC5,37C95991
5405A4CE,4A02CA9C
F74C0A64,FFFFFFFF
002E5532,20156176
6093B248,504272DB
C0D6E837,FFFFFFFF
CADD4EB4,FFFFFFFF
D1AC1309,FFFFFFFF
BCF319A9,FFFFFFFF
894229A7,FFFFFFFF
20DDEA98,306E5988
8999D286,FFFFFFFF
B4F669DD,FFFFFFFF
854415C1,FFFFFFFF
DE65CEEE,FFFFFFFF
BC0BB952,FFFFFFFF
A7E463A5,FFFFFFFF
FE58907F,FFFFFFFF
73938BE3,59C25993
A4C8CF03,FFFFFFFF
6AA28532,554BF938
52164903,490AB21B
D1D03471,FFFFFFFF
6169684A,50ACD8E0
203E9471,301C2FBE
884EF3B9,FFFFFFFF
77E58839,5BF267B3
941C82E6,FFFFFFFF
372D9D22,3B951285
6AB8C825,55597EC3
C24B0743,FFFFFFFF
DC9026A3,FFFFFFFF
72238CAB,5910AFE0
2E7F0593,3734AC53
8B5C9D72,FFFFFFFF
6E1ABA04,570CBAF2
58ACA47D,4C523AC7
45A2CDDC,42CC26CC
D2DB34BF,FFFFFFFF
426ED695,412ED8B2
A892E612,FFFFFFFF
55968E64,4AC45279
5BE0F521,4DEFFA33
A0D16662,FFFFFFFF
C69AA79C,FFFFFFFF
D2894E66,FFFFFFFF
08038746,2401C091
814F358E,FFFFFFFF
0E639CD9,272AB026
3D714692,3EAFBC85
42972EBE,4144BAE9
43B82DC7,41D923D6
5F0D17C7,4F866318
8FC75B6C,FFFFFFFF
DAB14BD0,FFFFFFFF
15F9CD70,2AFCE1DC
C9E75E3A,FFFFFFFF
AD672E05,FFFFFFFF
E93A8CD6,FFFFFFFF
0E4C0FFE,27219DE8
6F96B63D,57C46C72
DEB80B22,FFFFFFFF
32BE5013,395CB9EB
A8B4C99E,FFFFFFFF
EA0339BC,FFFFFFFF
A6AFC0FA,FFFFFFFF
3699BBDA,3B466212
40A7271E,404EDC32
52F4B44E,497A49D7
B7075FB6,FFFFFFFF
793AE046,5C9AA94F
693947B8,5499FFE2
D8F586A5,FFFFFFFF
895FC732,FFFFFFFF
37E92C62,3BF451FB
89BE2A9C,FFFFFFFF
841560D4,FFFFFFFF
A8076277,FFFFFFFF
7228740D,5912D713
2754D9E0,33A50F76
69890C07,54BB4EAC
9B7B0874,FFFFFFFF
546B16BA,4A2D77F7
11D08C5C,28E70F28
3BBF5DE9,3DDD562E
8B05B5BF,FFFFFFFF
C981FB27,FFFFFFFF
4EE80626,4773B7A4
514D1E6C,48A208DB
FAFA566B,FFFFFFFF
921CAD97,FFFFFFFF
31E5DFF2,38F29601
3B8EEE3D,3DBF4927
65E98B95,52F483D6
F9F42330,FFFFFFFF
24CF691A,32666D97
867765D1,FFFFFFFF
2BD87EA2,35EB6B8D
CBFE1568,FFFFFFFF
5604686B,4B022F6F
B6977539,FFFFFFFF
377ECF46,3BB49916
74F615CA,5A7AFE5D
3E2FBF32,3F15FC3E
62F5DA62,517AE00F
0AA3449B,254C7133
E836285C,FFFFFFFF
803DA9F5,FFFFFFFF
0EA13734,274B2735
B2AEAF4C,FFFFFFFF
B32C39D4,FFFFFFFF
BABFD33D,FFFFFFFF
1BB21A62,2DD58746
FC944236,FFFFFFFF
98741D78,FFFFFFFF
295AA810,34A74BD6
7457AD56,5A26270D
D83F4706,FFFFFFFF
9E07E8C8,FFFFFFFF
336F4F12,39AF04C7
7648C610,5B204F26
1C75C017,2E315BC8
B4203BFF,FFFFFFFF
74AEED2B,5A539D99
89389C92,FFFFFFFF
CBC48060,FFFFFFFF
BD9D3322,FFFFFFFF
3BD63C30,3DEA3038
961546EC,FFFFFFFF
A53CBF8B,FFFFFFFF
929A001D,FFFFFFFF
7775204B,5BB12215
7461217F,5A29C145
0D4F167B,26A2CF79
05CDC56A,22E583FF
A5247869,FFFFFFFF
9BA03F09,FFFFFFFF
CDCD4FA9,FFFFFFFF
950D364F,FFFFFFFF
BE8C5AF2,FFFFFFFF
17B1A53B,2BD54100
26A0A29D,334AC980
25FC0FDC,32FE05FA
3FE28F4C,3FF0D497
12F4161A,2979F8E2
5F0990A1,4F84B242
0D236654,26909EEA
093D40EE,249BA461
77222C02,5B90138E
7F79B366,5FB2C742
F52B9ED5,FFFFFFFF
FACDEADF,FFFFFFFF
399124CB,3CC0C2CF
938E71B3,FFFFFFFF
43FD6F24,41FEB6BE
09B67AC7,24D822D2
0C0FFEA0,2607C310
A2711002,FFFFFFFF
5486F88D,4A39E217
1BBDAB77,2DDC5A61
7E42E44B,5F1DF188
EEAD80AD,FFFFFFFF
717BB5AC,58B37EFE
F638A2C2,FFFFFFFF
56F3F630,4B79E88A
A12A5D68,FFFFFFFF
3A7990BB,3D32BAD8
1839FBB8,2C1A4A9E
EEFA9A33,FFFFFFFF
D18DD3E9,FFFFFFFF
D7150866,FFFFFFFF
FD8B0F4A,FFFFFFFF
A5D7E36C,FFFFFFFF
EB7EAA18,FFFFFFFF
C9952B9A,FFFFFFFF
0C5A5C7D,26272EEA
CF811CF9,FFFFFFFF
8DB071A3,FFFFFFFF
25F2E541,32F95C98
B16B5D49,FFFFFFFF
203CE221,301B7D60
28D1B11E,3467B11D
066A2D1F,232D21B2
3811DC5D,3C08A38D
4B54E456,45A51385
32DC2A87,396D686E
7BD043A0,5DE6E6DA
81B8CC22,FFFFFFFF
D0C5D99B,FFFFFFFF
51871390,48B9F4B0
982D49D4,FFFFFFFF
54262427,4A11D434
A0B31168,FFFFFFFF
E536D60A,FFFFFFFF
5F079237,4F83BB2F
61B93EFA,50D9C4A7
3539DA12,3A9A3CA8
8AFD0AAB,FFFFFFFF
09D62BF4,24EA2758
13FDFA34,29FEFC96
FD662940,FFFFFFFF
64C1F197,525ED266
9D2E12FF,FFFFFFFF
C3858F5F,FFFFFFFF
A96ED25E,FFFFFFFF
90B9F8EA,FFFFFFFF
D3D5FE38,FFFFFFFF
84F74A23,FFFFFFFF
CE741D0C,FFFFFFFF
C54E5BA0,FFFFFFFF
F7CD7C26,FFFFFFFF
CB5BBE95,FFFFFFFF
BF669045,FFFFFFFF
31FEBF70,38FF5F85
7E2DA77C,5F1516F7
E744C66A,FFFFFFFF
EB2FE57D,FFFFFFFF
0AF57666,257AAD06
2EED4CE3,3776790F
91B2DBFD,FFFFFFFF
C15DC4C9,FFFFFFFF
F8C586B4,FFFFFFFF
96B1DCA3,FFFFFFFF
9A280C34,FFFFFFFF
72168283,590ACCA1
FEDF17E7,FFFFFFFF
8CD39533,FFFFFFFF
1AC2A048,2D5F36AA
7EA00B4A,5F4A69E5
EF27AF6E,FFFFFFFF
83B8DBB5,FFFFFFFF
3780A3A3,3BB57884
967E1116,FFFFFFFF
7A136EA4,5D095F78
D458188D,FFFFFFFF
2E08D460,37045757
F48E6522,FFFFFFFF
9454C870,FFFFFFFF
23350754,319838F0
2E0F274D,37075D68
A69325DC,FFFFFFFF
30E9D1DD,3874A89E
604BFE7D,502196F9
F76011A3,FFFFFFFF
981867CC,FFFFFFFF
CB83C5AF,FFFFFFFF
F5D8BB4E,FFFFFFFF
EB34199B,FFFFFFFF
E44D219C,FFFFFFFF
4F7222FB,47B00CB8
B3B7D4C5,FFFFFFFF
5B7959B9,4DB2A725
12DC8A38,296D9C00
1F2A1DBD,2F939027
73D1099F,59E75482
2CBA3DEB,365A5A4D
9B348956,FFFFFFFF
F17E6DEA,FFFFFFFF
AB01870E,FFFFFFFF
77E05CCA,5BEFA8E4
49E5C00A,44F2852A
9AFAEB62,FFFFFFFF
E8E86220,FFFFFFFF
CBC5B32A,FFFFFFFF
2C123CAB,3608D0A1
E27C8859,FFFFFFFF
7ED12366,5F6762C5
E7D75529,FFFFFFFF
BA17F5ED,FFFFFFFF
3D9EF315,3EC9B866
7CC2BF9E,5E5F48A1
53614D04,49A9D1AD
9264FCE0,FFFFFFFF
43B44F13,41D6D8BD
DCB428A6,FFFFFFFF
8AA92A74,FFFFFFFF
7EFC9049,5F7E46A8
95F97865,FFFFFFFF
E643E932,FFFFFFFF
F0747930,FFFFFFFF
01D18C62,20E79CD1
4CDBA9B7,466D22F1
5A109348,4D080912
E504210D,FFFFFFFF
2D149FA7,3689ED48
ABFAF9E6,FFFFFFFF
942FEB39,FFFFFFFF
A7586D91,FFFFFFFF
6C04D715,560265CB
95DC4F7A,FFFFFFFF
44EA4066,4274E26C
856BCD87,FFFFFFFF
6AD20B8B,5567E30D
A3CF8966,FFFFFFFF
DCC0B5FE,FFFFFFFF
89BF3E06,FFFFFFFF
DB858A54,FFFFFFFF
208730B0,303A08BB
F868E8E5,FFFFFFFF
CCB6038A,FFFFFFFF
2747A0AF,339FD9DB
9F182BB2,FFFFFFFF
D668EEBD,FFFFFFFF
2FDCF3AB,37EDD4C8
678EBCA5,53BF27F4
8004E2C7,FFFFFFFF
AF9AC51A,FFFFFFFF
FC22F65D,FFFFFFFF
3A3DA0E4,3D1BCBD1
581BEADC,4C0D4551
59440E58,4C9E6A20
ED93BBF5,FFFFFFFF
71BCB8D8,58DBCD44
26AE1487,33531A66
DCE54394,FFFFFFFF
464FDE56,43231DF6
3D58DEF3,3EA69C9B
64C0353E,525DD292
2476F122,3231C9B9
A883CA9B,FFFFFFFF
445C96DF,422808B6
FAC7FA92,FFFFFFFF
426ECA45,412ED431
1B10C703,2D882166
2D2D0394,3694D08A
75C52062,5AE0A48E
1D0BD593,2E85C94E
CD0411CB,FFFFFFFF
8D3C0CD6,FFFFFFFF
9E9900A0,FFFFFFFF
EBE7DD9C,FFFFFFFF
8A12792C,FFFFFFFF
5F043087,4F8213F2
C89D9727,FFFFFFFF
D2FE3083,FFFFFFFF
237694AF,31B1A86E
72C84C58,5962715B
9C9D574D,FFFFFFFF
454C7D97,42A1C948
35BA2AAB,3ADA4F04
5F3B1558,4F9ABF43
31971F79,38C4B0FA
3C9FD828,3E4A498D
8F425E9A,FFFFFFFF
A8BCF943,FFFFFFFF
CABD25D4,FFFFFFFF
F3E5D113,FFFFFFFF
5FE768AD,4FF364E2
B04851D1,FFFFFFFF
34DF11C3,3A6EF7D6
1FC7B4DE,2FE21BAB
C44CB4BC,FFFFFFFF
673685A4,5398D959
BC0AA5DE,FFFFFFFF
A5DC7FD0,FFFFFFFF
32291461,39131CE3
CDA274D1,FFFFFFFF
7674C736,5B3101E2
1A6CD62D,2D2E1CBE
9CA2BE2F,FFFFFFFF
EF42674C,FFFFFFFF
C7B57C30,FFFFFFFF
0312BD36,21890CB5
7DC9A485,5EE33395
E5512B29,FFFFFFFF
B14C4FE2,FFFFFFFF
B5E85A5C,FFFFFFFF
86712DFA,FFFFFFFF
E13B15E3,FFFFFFFF
5305D2BE,4982E115
2AEFC468,3577C02D
8590ECC8,FFFFFFFF
3158C11A,38A69124
CA8A1802,FFFFFFFF
761F10F3,5B0EB0AC
93B434A2,FFFFFFFF
1D5093B6,2EA36510
51B4632C,48D6E4B5
C1ACAEE3,FFFFFFFF
441738BD,420B208E
A27B9B9A,FFFFFFFF
D53DBCAD,FFFFFFFF
DAD7F781,FFFFFFFF
86BABB94,FFFFFFFF
7ADF7839,5D6F2EB2
BF70DF92,FFFFFFFF
36B5331E,3B57606E
EBEE791F,FFFFFFFF
92849C9E,FFFFFFFF
4E6BB002,472DB07B
33446AEE,399E8F83
92FA06BA,FFFFFFFF
47AC61E8,43D2123A
53310078,49968517
042E5420,22156101
E4ECBF42,FFFFFFFF
56102473,4B07D4E4
208DD0A8,303E89AE
